,coil_no,YieldStrength,TensileStrength,TotalElongation,coil_thickness,steel_design_description,grade,grade_head,grade_tail,sample_direction,sample_location,c_amount,mn_amount,p_amount,s_amount,si_amount,cu_amount,ni_amount,cr_amount,mo_amount,al_amount,nb_amount,ca_amount,n_amount,ti_amount,v_amount,TF1_EXIT_AVG_BODY,TBC_thickness,TEMP_FM_ENTRY_AVG,TEMP_FM_EXIT_AVG,TEMP_COILING_AVG
13928,23B202145,51.8,64.4,40.48,0.333000004291534,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.912,0.012,0.0025,0.025,0.149,0.044,0.054,0.01,0.0379,0.001,0.0019,0.0093,0.002,0.004,1923.044,44.39972,1859.0,1551.0,977.0
13929,23B202149,56.1,67.6,33.0,0.306499987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.865,0.0091,0.0039,0.019,0.145,0.04,0.051,0.008,0.0303,0.001,0.003,0.0087,0.001,0.003,1989.248,39.45723,1878.0,1544.0,995.0
13932,23B202160,57.6,67.8,30.43,0.306499987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.899,0.011,0.0021,0.023,0.146,0.044,0.051,0.01,0.0315,0.002,0.0031,0.0107,0.002,0.004,2014.574,39.44886,1891.0,1547.0,989.0
13933,23B202166,55.7,67.1,34.37,0.333000004291534,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.914,0.0098,0.0028,0.024,0.145,0.042,0.058,0.008,0.0389,0.0,0.003,0.0083,0.002,0.003,1960.538,49.30514,1873.0,1547.0,1016.0
13934,23B202169,53.3,66.2,35.43,0.306499987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.067,0.928,0.0124,0.0015,0.021,0.142,0.043,0.052,0.01,0.0333,0.001,0.0023,0.0078,0.001,0.004,1980.86,44.3818,1891.0,1553.0,998.0
13935,23B202174,55.6,68.2,35.0,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.067,0.928,0.0124,0.0015,0.021,0.142,0.043,0.052,0.01,0.0333,0.001,0.0023,0.0078,0.001,0.004,2084.216,44.33488,1923.0,1547.0,993.0
13936,23B202178,55.3,66.6,38.23,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.053,0.892,0.0079,0.0015,0.016,0.137,0.04,0.051,0.008,0.0305,0.001,0.0032,0.0072,0.001,0.003,1989.068,44.37638,1886.0,1554.0,991.0
13937,23B202178,53.3,65.7,34.31,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.053,0.892,0.0079,0.0015,0.016,0.137,0.04,0.051,0.008,0.0305,0.001,0.0032,0.0072,0.001,0.003,1989.068,44.37638,1886.0,1554.0,991.0
13938,23B202180,51.5,63.4,45.13,0.61870002746582,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.053,0.892,0.0079,0.0015,0.016,0.137,0.04,0.051,0.008,0.0305,0.001,0.0032,0.0072,0.001,0.003,1998.23,54.2177,1871.0,1526.0,1070.0
13939,23B202183,53.0,64.0,42.84,0.618900001049042,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.878,0.0113,0.0035,0.021,0.147,0.041,0.056,0.009,0.0297,0.0,0.0026,0.008,0.001,0.003,2021.954,54.22018,1875.0,1551.0,1050.0
14661,23B206482,55.4,66.6,31.68,0.206000000238419,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.055,0.884,0.0091,0.0009,0.031,0.134,0.048,0.059,0.012,0.0291,0.0,0.0026,0.0062,0.001,0.004,2041.394,49.29388,1853.0,1571.0,1090.0
14662,23B206482,56.6,66.1,31.11,0.206000000238419,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.055,0.884,0.0091,0.0009,0.031,0.134,0.048,0.059,0.012,0.0291,0.0,0.0026,0.0062,0.001,0.004,2041.394,49.29388,1853.0,1571.0,1090.0
14663,23B206483,53.3,67.9,33.14,0.206799998879433,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.055,0.884,0.0091,0.0009,0.031,0.134,0.048,0.059,0.012,0.0291,0.0,0.0026,0.0062,0.001,0.004,2026.184,44.37882,1833.0,1556.0,1085.0
14664,23B206483,54.3,66.9,30.34,0.206799998879433,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.055,0.884,0.0091,0.0009,0.031,0.134,0.048,0.059,0.012,0.0291,0.0,0.0026,0.0062,0.001,0.004,2026.184,44.37882,1833.0,1556.0,1085.0
14665,23B206486,53.7,65.6,27.13,0.185000002384186,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.055,0.884,0.0091,0.0009,0.031,0.134,0.048,0.059,0.012,0.0291,0.0,0.0026,0.0062,0.001,0.004,2063.678,44.36549,1864.0,1598.0,982.0
14666,23B206486,54.4,65.4,30.98,0.185000002384186,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.055,0.884,0.0091,0.0009,0.031,0.134,0.048,0.059,0.012,0.0291,0.0,0.0026,0.0062,0.001,0.004,2063.678,44.36549,1864.0,1598.0,982.0
14667,23B206490,52.8,66.3,34.3,0.182099997997284,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.053,0.891,0.0097,0.0009,0.028,0.125,0.048,0.057,0.013,0.0317,0.001,0.0029,0.0073,0.001,0.005,2021.792,44.37706,1803.0,1599.0,1002.0
14668,23B206490,39.9,65.9,26.99,0.182099997997284,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.053,0.891,0.0097,0.0009,0.028,0.125,0.048,0.057,0.013,0.0317,0.001,0.0029,0.0073,0.001,0.005,2021.792,44.37706,1803.0,1599.0,1002.0
14669,23B206493,56.3,64.3,43.81,0.753099977970123,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.053,0.891,0.0097,0.0009,0.028,0.125,0.048,0.057,0.013,0.0317,0.001,0.0029,0.0073,0.001,0.005,2017.904,54.20865,1824.0,1535.0,950.0
14673,23B206503,57.0,66.0,37.44,0.504100024700165,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.062,0.882,0.0095,0.0021,0.027,0.131,0.049,0.065,0.011,0.034,0.0,0.0024,0.0083,0.001,0.004,2124.698,54.1653,1905.0,1549.0,955.0
14674,23B206508,57.4,68.0,37.03,0.493999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.066,0.932,0.0118,0.0009,0.036,0.122,0.043,0.074,0.011,0.0192,0.001,0.0027,0.004,0.001,0.005,2015.24,54.19305,1909.0,1538.0,1004.0
14675,23B206509,52.4,63.5,38.85,0.493999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.066,0.932,0.0118,0.0009,0.036,0.122,0.043,0.074,0.011,0.0192,0.001,0.0027,0.004,0.001,0.005,2088.914,54.173,1904.0,1544.0,1009.0
14676,23B206511,54.0,63.0,38.01,0.493999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.055,0.897,0.0094,0.0024,0.02,0.126,0.046,0.051,0.011,0.0296,0.001,0.0028,0.0064,0.001,0.005,2104.448,54.16223,1909.0,1547.0,1022.0
14677,23B206513,56.7,65.6,37.67,0.41499999165535,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.055,0.897,0.0094,0.0024,0.02,0.126,0.046,0.051,0.011,0.0296,0.001,0.0028,0.0064,0.001,0.005,2090.498,54.17598,1904.0,1547.0,1002.0
14678,23B206514,56.5,64.9,40.5,0.415100008249283,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.052,0.949,0.0083,0.0012,0.028,0.132,0.044,0.047,0.011,0.0312,0.0,0.0018,0.0085,0.001,0.004,2078.744,54.18633,1923.0,1553.0,1005.0
14679,23B206516,57.7,66.2,38.01,0.415100008249283,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.052,0.949,0.0083,0.0012,0.028,0.132,0.044,0.047,0.011,0.0312,0.0,0.0018,0.0085,0.001,0.004,2106.806,54.17252,1947.0,1547.0,995.0
14680,23B206519,57.0,66.5,35.32,0.41499999165535,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.905,0.0095,0.0003,0.041,0.141,0.046,0.055,0.012,0.0284,0.001,0.0023,0.0096,0.001,0.004,2140.34,54.15783,1963.0,1549.0,982.0
14681,23B206522,55.0,66.1,30.27,0.369100004434586,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.905,0.0095,0.0003,0.041,0.141,0.046,0.055,0.012,0.0284,0.001,0.0023,0.0096,0.001,0.004,2093.234,54.16388,1925.0,1547.0,1005.0
14682,23B206524,54.2,65.9,29.45,0.369100004434586,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.062,0.877,0.0101,0.0021,0.03,0.125,0.045,0.05,0.01,0.0294,0.001,0.0024,0.0091,0.001,0.004,2092.208,54.16083,1938.0,1545.0,995.0
14683,23B206527,55.0,65.8,24.69,0.333000004291534,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.062,0.877,0.0101,0.0021,0.03,0.125,0.045,0.05,0.01,0.0294,0.001,0.0024,0.0091,0.001,0.004,2156.846,54.14109,1945.0,1536.0,1002.0
14684,23B206530,51.9,62.6,36.88,0.333099991083145,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.87,0.012,0.0035,0.018,0.128,0.042,0.065,0.011,0.0278,0.0,0.0019,0.0089,0.001,0.004,2149.97,54.15731,1970.0,1545.0,989.0
14685,23B206532,51.9,63.4,34.81,0.333099991083145,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.87,0.012,0.0035,0.018,0.128,0.042,0.065,0.011,0.0278,0.0,0.0019,0.0089,0.001,0.004,2164.532,54.14796,1972.0,1549.0,989.0
14686,23B206535,52.8,64.6,34.27,0.333099991083145,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.893,0.0094,0.0026,0.018,0.134,0.05,0.047,0.012,0.0276,0.0,0.0023,0.0094,0.001,0.004,2175.494,54.14313,1972.0,1551.0,1002.0
14687,23B206537,53.5,64.6,35.39,0.333099991083145,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.893,0.0094,0.0026,0.018,0.134,0.05,0.047,0.012,0.0276,0.0,0.0023,0.0094,0.001,0.004,2110.154,54.16435,1934.0,1551.0,1011.0
14688,23B206538,54.1,64.7,34.84,0.333099991083145,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.948,0.0122,0.0044,0.021,0.121,0.042,0.055,0.01,0.0375,0.001,0.0027,0.0091,0.001,0.004,2100.65,54.18308,1943.0,1551.0,991.0
14689,23B206540,55.8,65.5,31.83,0.333000004291534,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.948,0.0122,0.0044,0.021,0.121,0.042,0.055,0.01,0.0375,0.001,0.0027,0.0091,0.001,0.004,2136.056,54.15728,1949.0,1551.0,989.0
14690,23B206543,54.7,65.7,34.48,0.333099991083145,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.872,0.01,0.0019,0.026,0.133,0.047,0.048,0.011,0.0292,0.001,0.0025,0.0097,0.001,0.004,2059.538,54.20513,1914.0,1553.0,987.0
14691,23B206544,54.8,65.0,35.79,0.333000004291534,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.872,0.01,0.0019,0.026,0.133,0.047,0.048,0.011,0.0292,0.001,0.0025,0.0097,0.001,0.004,2108.84,54.17178,1934.0,1540.0,989.0
14694,23B206548,56.1,66.8,35.49,0.333099991083145,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.869,0.0117,0.0021,0.028,0.142,0.047,0.058,0.01,0.0285,0.001,0.0024,0.0092,0.001,0.004,2107.112,54.18257,1907.0,1549.0,986.0
14695,23B206551,54.5,66.1,30.0,0.333000004291534,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.989,0.0124,0.0022,0.018,0.114,0.041,0.051,0.011,0.0382,0.001,0.0031,0.0076,0.001,0.004,2095.232,54.17443,1889.0,1544.0,1009.0
14696,23B206552,54.4,65.1,34.97,0.333099991083145,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.989,0.0124,0.0022,0.018,0.114,0.041,0.051,0.011,0.0382,0.001,0.0031,0.0076,0.001,0.004,2077.988,54.17808,1882.0,1549.0,1018.0
14697,23B206554,54.5,66.0,29.17,0.333099991083145,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.989,0.0124,0.0022,0.018,0.114,0.041,0.051,0.011,0.0382,0.001,0.0031,0.0076,0.001,0.004,2093.27,54.18101,1902.0,1553.0,1004.0
14698,23B206556,56.6,66.0,38.95,0.306300014257431,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.058,0.899,0.0137,0.001,0.037,0.126,0.044,0.055,0.011,0.0337,0.001,0.0027,0.0087,0.001,0.005,2101.586,49.25044,1900.0,1553.0,998.0
14699,23B206562,54.9,65.6,33.0,0.306300014257431,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.058,0.899,0.0137,0.001,0.037,0.126,0.044,0.055,0.011,0.0337,0.001,0.0027,0.0087,0.001,0.005,2101.892,49.25273,1895.0,1544.0,993.0
14700,23B206565,53.9,64.8,38.76,0.306400001049042,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.065,0.895,0.0121,0.0025,0.024,0.117,0.044,0.049,0.011,0.0326,0.001,0.0021,0.0081,0.001,0.005,2101.604,49.25431,1889.0,1554.0,1005.0
14701,23B206574,53.4,64.1,33.94,0.243900001049042,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.063,0.889,0.0126,0.0047,0.026,0.116,0.042,0.043,0.01,0.0336,0.0,0.0028,0.0067,0.001,0.004,2101.766,49.2518,1891.0,1547.0,1031.0
14702,23B206579,55.3,65.0,33.24,0.243900001049042,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.063,0.889,0.0126,0.0047,0.026,0.116,0.042,0.043,0.01,0.0336,0.0,0.0028,0.0067,0.001,0.004,2098.58,49.25285,1891.0,1547.0,995.0
14709,23B206600,54.4,64.6,31.43,0.379000008106232,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.063,0.862,0.0127,0.0049,0.02,0.12,0.045,0.054,0.011,0.0318,0.001,0.0028,0.0087,0.001,0.004,2118.614,54.16932,1886.0,1542.0,1002.0
14710,23B206604,54.2,64.6,30.34,0.379000008106232,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.89,0.0101,0.0019,0.025,0.118,0.047,0.039,0.011,0.0357,0.0,0.0022,0.008,0.001,0.004,2123.096,54.17306,1891.0,1551.0,991.0
14711,23B206606,52.9,63.9,32.49,0.379000008106232,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.89,0.0101,0.0019,0.025,0.118,0.047,0.039,0.011,0.0357,0.0,0.0022,0.008,0.001,0.004,2121.98,54.17139,1891.0,1553.0,996.0
14712,23B206609,52.5,64.2,36.96,0.379000008106232,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.058,0.891,0.0118,0.0021,0.03,0.123,0.047,0.046,0.011,0.0311,0.001,0.0025,0.0089,0.001,0.004,2118.308,54.17477,1898.0,1551.0,989.0
14713,23B206609,57.150000000000006,66.4,36.845,0.379000008106232,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.058,0.891,0.0118,0.0021,0.03,0.123,0.047,0.046,0.011,0.0311,0.001,0.0025,0.0089,0.001,0.004,2118.308,54.17477,1898.0,1551.0,989.0
14714,23B206611,54.9,66.0,33.27,0.368999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.058,0.891,0.0118,0.0021,0.03,0.123,0.047,0.046,0.011,0.0311,0.001,0.0025,0.0089,0.001,0.004,2118.524,54.17234,1905.0,1549.0,989.0
15225,23B208538,55.4,67.1,36.73,0.368999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.069,0.916,0.008,0.0017,0.009,0.109,0.039,0.052,0.01,0.0277,0.0,0.0029,0.0084,0.001,0.004,2024.366,54.21561,1824.0,1547.0,1009.0
15226,23B208540,56.4,67.8,36.52,0.333000004291534,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.069,0.916,0.008,0.0017,0.009,0.109,0.039,0.052,0.01,0.0277,0.0,0.0029,0.0084,0.001,0.004,2005.916,54.22271,1819.0,1542.0,1013.0
15227,23B208544,56.4,67.8,28.72,0.333000004291534,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.07,0.926,0.0087,0.0032,0.008,0.107,0.038,0.045,0.011,0.0283,0.0,0.0003,0.0095,0.001,0.004,2046.848,54.20091,1841.0,1551.0,1014.0
15237,23B208566,56.7,67.4,29.64,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.061,0.892,0.0065,0.0046,0.015,0.109,0.041,0.03,0.008,0.0303,0.001,0.0015,0.009,0.001,0.003,2075.126,49.26505,1864.0,1540.0,984.0
15241,23B208575,55.2,65.7,41.67,0.494199991226196,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.938,0.0081,0.0026,0.024,0.127,0.048,0.052,0.011,0.03,0.0,0.0025,0.0091,0.001,0.004,2082.254,54.18228,1848.0,1544.0,951.0
15242,23B208576,55.9,66.4,42.56,0.493900001049042,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.938,0.0081,0.0026,0.024,0.127,0.048,0.052,0.011,0.03,0.0,0.0025,0.0091,0.001,0.004,2091.326,54.17866,1846.0,1538.0,995.0
15243,23B208577,59.9,67.5,40.32,0.493999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.938,0.0081,0.0026,0.024,0.127,0.048,0.052,0.011,0.03,0.0,0.0025,0.0091,0.001,0.004,2098.004,54.17433,1844.0,1545.0,964.0
15244,23B208578,58.2,67.3,41.81,0.493900001049042,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.938,0.0081,0.0026,0.024,0.127,0.048,0.052,0.011,0.03,0.0,0.0025,0.0091,0.001,0.004,2098.544,54.17485,1846.0,1544.0,998.0
15245,23B208580,58.9,68.1,40.23,0.493999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.892,0.0077,0.0029,0.019,0.109,0.041,0.028,0.008,0.0278,0.0,0.0018,0.01,0.001,0.003,2097.698,54.17724,1844.0,1533.0,919.0
15246,23B208585,56.5,68.1,37.24,0.368900001049042,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.059,0.892,0.0077,0.0029,0.019,0.109,0.041,0.028,0.008,0.0278,0.0,0.0018,0.01,0.001,0.003,2090.714,54.18179,1851.0,1545.0,1011.0
15247,23B208585,57.75,68.75,35.57,0.368900001049042,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.892,0.0077,0.0029,0.019,0.109,0.041,0.028,0.008,0.0278,0.0,0.0018,0.01,0.001,0.003,2090.714,54.18179,1851.0,1545.0,1011.0
15248,23B208588,56.3,67.8,35.21,0.368999987840652,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.064,0.873,0.0087,0.003,0.018,0.129,0.044,0.051,0.011,0.0355,0.001,0.0032,0.0096,0.001,0.004,2092.136,54.17886,1860.0,1547.0,1013.0
15249,23B208588,58.4,68.6,37.48,0.368999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.064,0.873,0.0087,0.003,0.018,0.129,0.044,0.051,0.011,0.0355,0.001,0.0032,0.0096,0.001,0.004,2092.136,54.17886,1860.0,1547.0,1013.0
15250,23B208595,56.9,67.9,32.37,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.064,0.873,0.0087,0.003,0.018,0.129,0.044,0.051,0.011,0.0355,0.001,0.0032,0.0096,0.001,0.004,2099.12,44.33346,1893.0,1547.0,989.0
15251,23B208595,59.1,69.4,29.52,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.064,0.873,0.0087,0.003,0.018,0.129,0.044,0.051,0.011,0.0355,0.001,0.0032,0.0096,0.001,0.004,2099.12,44.33346,1893.0,1547.0,989.0
15252,23B208597,58.8,69.9,28.61,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.061,0.867,0.0079,0.0036,0.012,0.143,0.046,0.031,0.01,0.0311,0.001,0.0018,0.0106,0.001,0.003,2109.866,44.32938,1898.0,1551.0,982.0
15253,23B208597,60.9,70.5,29.33,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.061,0.867,0.0079,0.0036,0.012,0.143,0.046,0.031,0.01,0.0311,0.001,0.0018,0.0106,0.001,0.003,2109.866,44.32938,1898.0,1551.0,982.0
16480,24B213595,56.1,67.8,33.85,0.493900001049042,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.061,0.94,0.0136,0.0005,0.024,0.121,0.045,0.069,0.011,0.0274,0.001,0.0031,0.0089,0.001,0.005,2079.896,54.18324,1886.0,1520.0,921.0
16481,24B213595,56.5,67.5,31.06,0.493900001049042,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.061,0.94,0.0136,0.0005,0.024,0.121,0.045,0.069,0.011,0.0274,0.001,0.0031,0.0089,0.001,0.005,2079.896,54.18324,1886.0,1520.0,921.0
16482,24B213599,58.9,68.7,31.33,0.493999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.069,0.907,0.0043,0.0,0.008,0.114,0.041,0.046,0.011,0.0267,0.003,0.0046,0.008,0.0,0.004,2078.492,54.18376,1889.0,1558.0,987.0
16483,24B213603,61.3,70.3,29.63,0.247999995946884,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.069,0.907,0.0043,0.0,0.008,0.114,0.041,0.046,0.011,0.0267,0.003,0.0046,0.008,0.0,0.004,2104.628,49.2509,1896.0,1547.0,995.0
16486,24B213618,53.4,64.4,32.66,0.493900001049042,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.061,0.904,0.007,0.0005,0.024,0.124,0.043,0.041,0.011,0.0342,0.001,0.0032,0.0078,0.001,0.004,2128.982,54.16189,1898.0,1540.0,982.0
16487,24B213620,54.2,66.3,39.52,0.493900001049042,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.054,0.869,0.0103,0.0009,0.026,0.127,0.045,0.06,0.013,0.0244,0.0,0.0029,0.0091,0.001,0.004,2141.294,54.15998,1907.0,1551.0,989.0
16488,24B213620,57.9,67.9,38.51,0.493900001049042,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.869,0.0103,0.0009,0.026,0.127,0.045,0.06,0.013,0.0244,0.0,0.0029,0.0091,0.001,0.004,2141.294,54.15998,1907.0,1551.0,989.0
16489,24B213621,54.7,66.3,38.15,0.494100004434586,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.869,0.0103,0.0009,0.026,0.127,0.045,0.06,0.013,0.0244,0.0,0.0029,0.0091,0.001,0.004,2173.046,54.14059,1916.0,1553.0,991.0
16544,24B213783,55.2,67.2,34.14,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.058,0.881,0.0081,0.0006,0.023,0.103,0.035,0.058,0.01,0.0327,0.0,0.0039,0.0118,0.001,0.004,2193.278,39.37421,1952.0,1547.0,962.0
16545,24B213783,56.7,67.6,29.22,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.058,0.881,0.0081,0.0006,0.023,0.103,0.035,0.058,0.01,0.0327,0.0,0.0039,0.0118,0.001,0.004,2193.278,39.37421,1952.0,1547.0,962.0
16565,24B213830,52.6,67.1,38.95,0.493999987840652,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.057,0.869,0.0077,0.0006,0.032,0.112,0.041,0.059,0.012,0.0315,0.0,0.004,0.0069,0.001,0.004,2153.354,54.13297,1923.0,1545.0,980.0
16566,24B213830,56.4,67.8,34.95,0.493999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.869,0.0077,0.0006,0.032,0.112,0.041,0.059,0.012,0.0315,0.0,0.004,0.0069,0.001,0.004,2153.354,54.13297,1923.0,1545.0,980.0
16567,24B213834,56.8,68.9,34.2,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.059,0.882,0.0078,0.0022,0.017,0.102,0.038,0.056,0.01,0.0296,0.0,0.0032,0.0087,0.001,0.004,2167.196,49.21008,1932.0,1553.0,1004.0
16568,24B213834,57.0,67.9,33.88,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.882,0.0078,0.0022,0.017,0.102,0.038,0.056,0.01,0.0296,0.0,0.0032,0.0087,0.001,0.004,2167.196,49.21008,1932.0,1553.0,1004.0
16569,24B213838,55.7,70.5,30.85,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.059,0.882,0.0078,0.0022,0.017,0.102,0.038,0.056,0.01,0.0296,0.0,0.0032,0.0087,0.001,0.004,2172.65,49.21396,1936.0,1553.0,1014.0
16570,24B213838,58.3,71.4,27.76,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.882,0.0078,0.0022,0.017,0.102,0.038,0.056,0.01,0.0296,0.0,0.0032,0.0087,0.001,0.004,2172.65,49.21396,1936.0,1553.0,1014.0
17834,24B219388,57.4,70.3,29.86,0.181099995970726,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.068,0.915,0.0124,0.0041,0.015,0.109,0.036,0.051,0.011,0.0309,0.002,0.0025,0.0078,0.001,0.004,2118.236,44.33932,1925.0,1545.0,1016.0
17835,24B219388,57.1,69.1,27.21,0.181099995970726,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.068,0.915,0.0124,0.0041,0.015,0.109,0.036,0.051,0.011,0.0309,0.002,0.0025,0.0078,0.001,0.004,2118.236,44.33932,1925.0,1545.0,1016.0
17836,24B219391,54.1,65.6,33.23,0.247999995946884,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.86,0.0077,0.0007,0.028,0.123,0.038,0.04,0.013,0.0313,0.003,0.0036,0.0075,0.001,0.004,2119.658,49.24578,1950.0,1542.0,991.0
17837,24B219396,54.1,65.7,41.97,0.493600010871887,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.86,0.0077,0.0007,0.028,0.123,0.038,0.04,0.013,0.0313,0.003,0.0036,0.0075,0.001,0.004,2138.792,54.15546,1929.0,1538.0,1050.0
17838,24B219398,54.2,64.8,33.16,0.368900001049042,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.889,0.0129,0.0003,0.028,0.105,0.034,0.058,0.011,0.0322,0.002,0.003,0.0074,0.001,0.004,2140.556,54.15715,1932.0,1531.0,1025.0
17839,24B219403,53.7,65.4,34.32,0.247999995946884,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.889,0.0129,0.0003,0.028,0.105,0.034,0.058,0.011,0.0322,0.002,0.003,0.0074,0.001,0.004,2159.078,49.22247,1932.0,1544.0,1043.0
17840,24B219405,53.8,67.3,33.39,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.06,0.899,0.0103,0.0005,0.03,0.113,0.038,0.047,0.01,0.0341,0.002,0.0036,0.008,0.001,0.004,2142.536,49.23045,1925.0,1542.0,1022.0
17841,24B219405,54.5,66.5,31.72,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.899,0.0103,0.0005,0.03,0.113,0.038,0.047,0.01,0.0341,0.002,0.0036,0.008,0.001,0.004,2142.536,49.23045,1925.0,1542.0,1022.0
17842,24B219413,57.8,68.0,32.44,0.244100004434586,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.058,0.872,0.0086,0.001,0.03,0.112,0.035,0.04,0.012,0.0273,0.003,0.0032,0.0087,0.001,0.004,2117.75,49.23758,1907.0,1540.0,995.0
