,coil_no,YieldStrength,TensileStrength,TotalElongation,coil_thickness,steel_design_description,grade,grade_head,grade_tail,sample_direction,sample_location,c_amount,mn_amount,p_amount,s_amount,si_amount,cu_amount,ni_amount,cr_amount,mo_amount,al_amount,nb_amount,ca_amount,n_amount,ti_amount,v_amount,TF1_EXIT_AVG_BODY,TBC_thickness,TEMP_FM_ENTRY_AVG,TEMP_FM_EXIT_AVG,TEMP_COILING_AVG
17843,24B219420,56.3,67.3,31.77,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.058,0.872,0.0086,0.001,0.03,0.112,0.035,0.04,0.012,0.0273,0.003,0.0032,0.0087,0.001,0.004,2137.748,49.23515,1914.0,1542.0,1013.0
17844,24B219423,56.6,67.1,34.07,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.067,0.876,0.0067,0.0002,0.042,0.106,0.036,0.038,0.01,0.033,0.003,0.0031,0.0077,0.001,0.004,2142.86,49.23082,1931.0,1542.0,996.0
17845,24B219429,58.4,67.3,25.32,0.244100004434586,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.067,0.876,0.0067,0.0002,0.042,0.106,0.036,0.038,0.01,0.033,0.003,0.0031,0.0077,0.001,0.004,2144.48,49.23121,1931.0,1544.0,998.0
17846,24B219432,58.8,69.1,34.07,0.181600004434586,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.067,0.901,0.0072,0.0007,0.023,0.116,0.036,0.04,0.01,0.0314,0.003,0.0037,0.0071,0.001,0.004,2134.994,44.31782,1922.0,1549.0,1014.0
17847,24B219440,55.9,68.7,35.12,0.181600004434586,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.06,0.892,0.0077,0.0005,0.021,0.11,0.035,0.043,0.011,0.0319,0.002,0.003,0.0084,0.001,0.003,2155.694,44.30828,1922.0,1547.0,986.0
17848,24B219446,55.9,67.1,33.69,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.06,0.892,0.0077,0.0005,0.021,0.11,0.035,0.043,0.011,0.0319,0.002,0.003,0.0084,0.001,0.003,2155.208,44.30957,1929.0,1547.0,991.0
17849,24B219449,57.3,70.0,32.44,0.181600004434586,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.064,0.866,0.0073,0.0018,0.018,0.126,0.036,0.044,0.012,0.0313,0.005,0.0026,0.0107,0.001,0.004,2149.196,44.31164,1936.0,1547.0,995.0
17850,24B219449,60.5,70.6,26.53,0.181600004434586,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.064,0.866,0.0073,0.0018,0.018,0.126,0.036,0.044,0.012,0.0313,0.005,0.0026,0.0107,0.001,0.004,2149.196,44.31164,1936.0,1547.0,995.0
18056,24B220079,52.4,65.5,37.34,0.244000002741814,06MN40 550000,06MN40,-- -- --,-- -- --,L,T,0.065,0.885,0.0111,0.0007,0.025,0.097,0.04,0.05,0.009,0.0323,0.002,0.0028,0.0086,0.001,0.004,2097.752,49.25431,1907.0,1542.0,986.0
18057,24B220079,51.5,63.4,32.61,0.244000002741814,06MN40 550000,06MN40,-- -- --,-- -- --,T,T,0.065,0.885,0.0111,0.0007,0.025,0.097,0.04,0.05,0.009,0.0323,0.002,0.0028,0.0086,0.001,0.004,2097.752,49.25431,1907.0,1542.0,986.0
18058,24B220083,53.6,62.9,44.14,0.494100004434586,06MN40 550000,06MN40,-- -- --,06MN40,T,T,0.065,0.885,0.0111,0.0007,0.025,0.097,0.04,0.05,0.009,0.0323,0.002,0.0028,0.0086,0.001,0.004,2068.304,54.1958,1895.0,1527.0,1097.0
18060,24B220092,51.1,63.9,35.66,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.858,0.0091,0.0003,0.029,0.096,0.038,0.058,0.009,0.034,0.003,0.0033,0.007,0.001,0.004,2091.416,49.25709,1902.0,1545.0,996.0
18061,24B220095,51.8,64.1,35.28,0.244100004434586,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.887,0.01,0.0017,0.018,0.097,0.041,0.053,0.01,0.0297,0.002,0.0026,0.0081,0.001,0.004,2079.374,49.26104,1905.0,1549.0,1009.0
18062,24B220100,52.2,64.7,31.84,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.887,0.01,0.0017,0.018,0.097,0.041,0.053,0.01,0.0297,0.002,0.0026,0.0081,0.001,0.004,2084.288,49.26353,1911.0,1547.0,1009.0
18063,24B220103,51.7,65.6,34.73,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.058,0.875,0.0071,0.0011,0.019,0.116,0.042,0.052,0.013,0.0321,0.003,0.003,0.0086,0.001,0.004,2109.308,49.24672,1905.0,1554.0,1005.0
18064,24B220103,56.1,66.2,32.16,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.058,0.875,0.0071,0.0011,0.019,0.116,0.042,0.052,0.013,0.0321,0.003,0.003,0.0086,0.001,0.004,2109.308,49.24672,1905.0,1554.0,1005.0
18065,24B220109,55.4,67.1,27.64,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.058,0.875,0.0071,0.0011,0.019,0.116,0.042,0.052,0.013,0.0321,0.003,0.003,0.0086,0.001,0.004,2090.678,44.33487,1902.0,1551.0,982.0
18066,24B220109,55.8,67.0,30.36,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.058,0.875,0.0071,0.0011,0.019,0.116,0.042,0.052,0.013,0.0321,0.003,0.003,0.0086,0.001,0.004,2090.678,44.33487,1902.0,1551.0,982.0
18067,24B220112,55.3,65.5,33.89,0.493999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.053,0.883,0.0063,0.0012,0.018,0.094,0.039,0.044,0.009,0.0367,0.002,0.004,0.0085,0.001,0.004,2088.608,54.18041,1916.0,1547.0,987.0
18092,24B220195,50.8,63.8,36.14,0.181600004434586,06MN40 550000,06MN40,06MN40,03CSK,L,T,0.055,0.871,0.0106,0.0012,0.026,0.101,0.036,0.049,0.011,0.0321,0.001,0.0034,0.0086,0.001,0.004,2071.724,49.23175,1922.0,1554.0,1007.0
18093,24B220195,56.1,65.3,30.97,0.181600004434586,06MN40 550000,06MN40,06MN40,03CSK,T,T,0.055,0.871,0.0106,0.0012,0.026,0.101,0.036,0.049,0.011,0.0321,0.001,0.0034,0.0086,0.001,0.004,2071.724,49.23175,1922.0,1554.0,1007.0
18532,24B221645,54.6,66.3,35.86,0.18639999628067,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.059,0.864,0.0088,0.0009,0.018,0.101,0.043,0.035,0.003,0.0315,0.0,0.0043,0.007,0.001,0.003,2084.738,54.18167,1900.0,1544.0,995.0
18533,24B221645,55.7,66.7,31.37,0.18639999628067,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.864,0.0088,0.0009,0.018,0.101,0.043,0.035,0.003,0.0315,0.0,0.0043,0.007,0.001,0.003,2084.738,54.18167,1900.0,1544.0,995.0
18534,24B221649,53.2,65.2,33.05,0.184900000691414,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.059,0.864,0.0088,0.0009,0.018,0.101,0.043,0.035,0.003,0.0315,0.0,0.0043,0.007,0.001,0.003,2069.906,44.35843,1868.0,1554.0,1025.0
18535,24B221649,52.9,64.5,30.05,0.184900000691414,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.864,0.0088,0.0009,0.018,0.101,0.043,0.035,0.003,0.0315,0.0,0.0043,0.007,0.001,0.003,2069.906,44.35843,1868.0,1554.0,1025.0
18536,24B221653,49.150000000000006,63.25,36.17,0.247899994254112,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.057,0.856,0.0073,0.0009,0.012,0.107,0.042,0.042,0.005,0.0326,0.0,0.003,0.0078,0.001,0.004,2086.61,49.26652,1884.0,1545.0,1004.0
18537,24B221653,52.55,64.0,35.455,0.247899994254112,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.856,0.0073,0.0009,0.012,0.107,0.042,0.042,0.005,0.0326,0.0,0.003,0.0078,0.001,0.004,2086.61,49.26652,1884.0,1545.0,1004.0
18538,24B221657,51.8,66.2,31.22,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.057,0.856,0.0073,0.0009,0.012,0.107,0.042,0.042,0.005,0.0326,0.0,0.003,0.0078,0.001,0.004,2085.188,44.34392,1889.0,1547.0,995.0
18539,24B221657,53.9,64.6,29.04,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.856,0.0073,0.0009,0.012,0.107,0.042,0.042,0.005,0.0326,0.0,0.003,0.0078,0.001,0.004,2085.188,44.34392,1889.0,1547.0,995.0
18540,24B221661,55.4,67.7,31.73,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.069,0.888,0.0077,0.002,0.013,0.121,0.056,0.048,0.006,0.0328,0.0,0.0032,0.0075,0.001,0.004,2082.542,44.3404,1878.0,1554.0,991.0
18541,24B221661,57.3,67.6,29.22,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.069,0.888,0.0077,0.002,0.013,0.121,0.056,0.048,0.006,0.0328,0.0,0.0032,0.0075,0.001,0.004,2082.542,44.3404,1878.0,1554.0,991.0
18542,24B221664,56.4,66.8,40.47,0.493900001049042,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.069,0.888,0.0077,0.002,0.013,0.121,0.056,0.048,0.006,0.0328,0.0,0.0032,0.0075,0.001,0.004,2084.594,54.1832,1905.0,1535.0,968.0
19060,24B223822,53.8,66.3,37.38,0.375299990177155,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.059,0.827,0.0092,0.0005,0.021,0.127,0.043,0.065,0.009,0.0274,0.0,0.0032,0.006,0.001,0.002,2044.634,49.29949,1819.0,1518.0,1056.0
19061,24B223822,57.8,68.6,34.57,0.375299990177155,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.827,0.0092,0.0005,0.021,0.127,0.043,0.065,0.009,0.0274,0.0,0.0032,0.006,0.001,0.002,2044.634,49.29949,1819.0,1518.0,1056.0
19062,24B223826,51.0,64.1,36.73,0.25,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.059,0.827,0.0092,0.0005,0.021,0.127,0.043,0.065,0.009,0.0274,0.0,0.0032,0.006,0.001,0.002,2014.862,39.47589,1841.0,1544.0,926.0
19063,24B223826,54.6,65.6,36.06,0.25,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.827,0.0092,0.0005,0.021,0.127,0.043,0.065,0.009,0.0274,0.0,0.0032,0.006,0.001,0.002,2014.862,39.47589,1841.0,1544.0,926.0
19066,24B223833,48.4,62.7,40.43,0.493999987840652,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.057,0.857,0.0077,0.0035,0.007,0.096,0.034,0.039,0.009,0.0302,0.0,0.0025,0.0071,0.0,0.002,2047.334,44.37026,1880.0,1547.0,1013.0
19067,24B223833,47.0,61.9,42.57,0.493999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.857,0.0077,0.0035,0.007,0.096,0.034,0.039,0.009,0.0302,0.0,0.0025,0.0071,0.0,0.002,2047.334,44.37026,1880.0,1547.0,1013.0
19068,24B223836,54.4,64.2,41.06,0.493900001049042,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.063,0.86,0.0127,0.0005,0.026,0.118,0.037,0.066,0.008,0.033,0.0,0.0024,0.0053,0.002,0.003,2069.816,44.34827,1898.0,1553.0,1018.0
19069,24B223841,54.5,65.2,40.65,0.368900001049042,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.063,0.86,0.0127,0.0005,0.026,0.118,0.037,0.066,0.008,0.033,0.0,0.0024,0.0053,0.002,0.003,2098.976,44.33427,1914.0,1549.0,1040.0
19070,24B223845,52.3,65.9,33.04,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.058,0.849,0.0074,0.0006,0.023,0.094,0.032,0.043,0.008,0.0291,0.0,0.0029,0.0092,0.001,0.003,2111.63,39.41466,1936.0,1554.0,1007.0
19071,24B223848,43.0,61.4,42.45,0.499900013208389,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.058,0.849,0.0074,0.0006,0.023,0.094,0.032,0.043,0.008,0.0291,0.0,0.0029,0.0092,0.001,0.003,2110.874,44.3272,1898.0,1547.0,1045.0
19072,24B223852,50.1,62.7,42.28,0.5,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.061,0.832,0.0075,0.0034,0.016,0.117,0.036,0.046,0.01,0.0317,0.002,0.0022,0.0096,0.001,0.003,2125.544,44.32283,1909.0,1547.0,1023.0
19073,24B223857,51.0,62.7,43.41,0.5,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.061,0.832,0.0075,0.0034,0.016,0.117,0.036,0.046,0.01,0.0317,0.002,0.0022,0.0096,0.001,0.003,2101.874,44.32931,1887.0,1551.0,1014.0
19074,24B223861,49.9,63.2,42.72,0.5,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.064,0.845,0.0087,0.0019,0.017,0.112,0.038,0.055,0.009,0.0329,0.0,0.0019,0.0095,0.001,0.002,2106.302,44.32151,1911.0,1542.0,1009.0
19075,24B223867,50.7,64.0,39.43,0.5,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.064,0.845,0.0087,0.0019,0.017,0.112,0.038,0.055,0.009,0.0329,0.0,0.0019,0.0095,0.001,0.002,2165.306,44.30275,1967.0,1553.0,991.0
19076,24B223869,52.1,63.6,42.96,0.5,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.063,0.852,0.0091,0.0027,0.021,0.096,0.036,0.04,0.01,0.0293,0.0,0.0022,0.0104,0.001,0.003,2172.65,44.29485,1972.0,1531.0,971.0
19077,24B223873,51.55,64.35,42.519999999999996,0.499900013208389,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.063,0.852,0.0091,0.0027,0.021,0.096,0.036,0.04,0.01,0.0293,0.0,0.0022,0.0104,0.001,0.003,2151.464,44.31405,1923.0,1544.0,998.0
19078,24B223878,52.95,64.85,40.785,0.5,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.064,0.833,0.0107,0.0046,0.015,0.11,0.04,0.063,0.009,0.0335,0.0,0.0026,0.0068,0.001,0.003,2166.98,44.30786,1934.0,1560.0,1004.0
19079,24B223883,53.4,63.7,42.07,0.499900013208389,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.064,0.833,0.0107,0.0046,0.015,0.11,0.04,0.063,0.009,0.0335,0.0,0.0026,0.0068,0.001,0.003,2168.024,44.29964,1927.0,1549.0,1011.0
19080,24B223886,54.1,64.9,41.2,0.5,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.061,0.854,0.0091,0.0026,0.016,0.096,0.037,0.04,0.01,0.0327,0.0,0.0024,0.0086,0.001,0.003,2180.3,44.29567,1918.0,1554.0,1004.0
19081,24B223891,55.3,66.1,42.16,0.499900013208389,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.061,0.854,0.0091,0.0026,0.016,0.096,0.037,0.04,0.01,0.0327,0.0,0.0024,0.0086,0.001,0.003,2163.866,44.30474,1952.0,1554.0,1052.0
19082,24B223896,55.6,66.5,40.2,0.5,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.84,0.0133,0.0031,0.015,0.108,0.036,0.063,0.009,0.0253,0.0,0.002,0.0089,0.001,0.003,2185.322,44.29475,1958.0,1556.0,1000.0
19083,24B223900,49.7,67.7,39.6,0.5,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.84,0.0133,0.0031,0.015,0.108,0.036,0.063,0.009,0.0253,0.0,0.002,0.0089,0.001,0.003,2191.118,44.28842,1954.0,1554.0,1000.0
19084,24B223903,54.1,64.9,41.94,0.5,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.055,0.838,0.0082,0.001,0.023,0.093,0.034,0.037,0.007,0.0286,0.0,0.0032,0.0097,0.001,0.003,2196.518,44.28615,1952.0,1551.0,1005.0
19102,24B223965,52.2,65.6,32.98,0.312999993562698,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.879,0.0125,0.0027,0.017,0.093,0.035,0.064,0.005,0.0256,0.0,0.0025,0.0084,0.001,0.003,2125.922,49.23809,1911.0,1553.0,1004.0
19104,24B223974,53.4,65.7,32.46,0.249099999666214,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.062,0.86,0.0112,0.0026,0.015,0.093,0.034,0.06,0.006,0.0328,0.0,0.0025,0.0073,0.001,0.003,2118.902,49.24277,1913.0,1556.0,996.0
19117,24B224024,50.4,64.2,36.67,0.248999997973442,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.062,0.865,0.0089,0.0031,0.015,0.107,0.036,0.04,0.008,0.0356,0.0,0.0023,0.0053,0.001,0.003,2100.992,49.25674,1909.0,1553.0,1058.0
19120,24B224032,50.6,64.1,36.87,0.312999993562698,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.063,0.856,0.0106,0.0014,0.024,0.087,0.03,0.056,0.009,0.0333,0.001,0.0022,0.0087,0.001,0.003,2084.792,49.25772,1896.0,1558.0,1002.0
19125,24B224049,53.4,66.1,36.92,0.368999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.868,0.0102,0.0015,0.019,0.107,0.04,0.049,0.007,0.0293,0.0,0.0034,0.0089,0.001,0.003,1949.342,54.41014,1878.0,1567.0,957.0
19278,24B224525,54.2,67.9,32.53,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.057,0.865,0.008,0.001,0.013,0.1,0.035,0.068,0.007,0.0263,0.0,0.0034,0.0087,0.001,0.003,2082.704,49.26527,1887.0,1547.0,942.0
19279,24B224525,58.3,68.3,28.96,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.865,0.008,0.001,0.013,0.1,0.035,0.068,0.007,0.0263,0.0,0.0034,0.0087,0.001,0.003,2082.704,49.26527,1887.0,1547.0,942.0
19280,24B224530,55.6,70.5,32.35,0.182099997997284,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.057,0.865,0.008,0.001,0.013,0.1,0.035,0.068,0.007,0.0263,0.0,0.0034,0.0087,0.001,0.003,2131.7,44.32248,1929.0,1549.0,1014.0
19281,24B224530,58.1,68.3,26.07,0.182099997997284,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.865,0.008,0.001,0.013,0.1,0.035,0.068,0.007,0.0263,0.0,0.0034,0.0087,0.001,0.003,2131.7,44.32248,1929.0,1549.0,1014.0
19282,24B224536,54.8,65.1,40.85,0.502699971199036,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.068,0.855,0.01,0.0012,0.016,0.122,0.039,0.072,0.009,0.0291,0.0,0.0025,0.0074,0.001,0.003,2100.47,54.17813,1940.0,1547.0,1036.0
19283,24B224541,54.166666666666664,65.13333333333334,28.173333333333336,0.493699997663498,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.8329999999999999,0.007799999999999999,0.0005,0.022000000000000002,0.112,0.042,0.054,0.008,0.0362,0.001,0.0032,0.008,0.001,0.0030000000000000005,2129.162,54.15905,1949.0,1535.0,995.0
19284,24B224545,53.6,64.4,39.94,0.493699997663498,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.833,0.0078,0.0005,0.022,0.112,0.042,0.054,0.008,0.0362,0.001,0.0032,0.008,0.001,0.003,2130.17,54.15915,1943.0,1538.0,1014.0
19285,24B224548,51.9,65.4,34.26,0.375900000333786,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.865,0.0091,0.0007,0.017,0.106,0.036,0.058,0.009,0.0323,0.0,0.0029,0.0067,0.001,0.003,2114.924,54.17671,1943.0,1547.0,980.0
19286,24B224553,52.4,64.6,37.0,0.375800013542175,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.865,0.0091,0.0007,0.017,0.106,0.036,0.058,0.009,0.0323,0.0,0.0029,0.0067,0.001,0.003,2128.514,54.1612,1914.0,1536.0,977.0
19287,24B224556,52.8,65.3,38.18,0.368800014257431,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.848,0.0112,0.0005,0.015,0.11,0.038,0.051,0.009,0.0289,0.0,0.0025,0.0075,0.001,0.003,2138.072,54.24281,1940.0,1536.0,984.0
19288,24B224562,51.1,63.8,36.65,0.368900001049042,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.848,0.0112,0.0005,0.015,0.11,0.038,0.051,0.009,0.0289,0.0,0.0025,0.0075,0.001,0.003,2102.774,54.17515,1907.0,1549.0,1000.0
19289,24B224564,49.7,63.1,34.52,0.368999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.866,0.0138,0.0039,0.008,0.107,0.035,0.063,0.01,0.0329,0.0,0.0025,0.0037,0.001,0.004,2108.39,54.18155,1918.0,1549.0,995.0
19290,24B224570,53.5,64.7,34.77,0.24889999628067,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.866,0.0138,0.0039,0.008,0.107,0.035,0.063,0.01,0.0329,0.0,0.0025,0.0037,0.001,0.004,2118.65,49.24799,1923.0,1545.0,1000.0
19291,24B224574,56.5,66.9,36.74,0.248999997973442,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.849,0.0097,0.0,0.029,0.1,0.034,0.069,0.008,0.0334,0.003,0.0033,0.009,0.002,0.003,2103.026,49.25629,1927.0,1551.0,987.0
19292,24B224579,56.2,67.0,35.43,0.24889999628067,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.849,0.0097,0.0,0.029,0.1,0.034,0.069,0.008,0.0334,0.003,0.0033,0.009,0.002,0.003,2103.386,49.25502,1934.0,1544.0,1000.0
19293,24B224580,55.3,66.9,33.01,0.24889999628067,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.849,0.0097,0.0,0.029,0.1,0.034,0.069,0.008,0.0334,0.003,0.0033,0.009,0.002,0.003,2102.954,49.25439,1938.0,1540.0,998.0
19294,24B224582,56.3,66.2,33.1,0.24889999628067,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.823,0.0082,0.0021,0.016,0.089,0.03,0.046,0.008,0.0313,0.002,0.0028,0.0019,0.001,0.003,2113.718,49.25105,1938.0,1547.0,1000.0
19295,24B224587,52.9,65.1,24.03,0.248999997973442,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.823,0.0082,0.0021,0.016,0.089,0.03,0.046,0.008,0.0313,0.002,0.0028,0.0019,0.001,0.003,2112.89,49.24974,1923.0,1549.0,998.0
19296,24B224590,55.7,66.7,31.95,0.248999997973442,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.061,0.866,0.0094,0.0008,0.02,0.11,0.039,0.057,0.01,0.0339,0.0,0.0026,0.0078,0.001,0.003,2113.286,49.24905,1932.0,1547.0,1000.0
19297,24B224596,54.3,66.5,32.91,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.061,0.866,0.0094,0.0008,0.02,0.11,0.039,0.057,0.01,0.0339,0.0,0.0026,0.0078,0.001,0.003,2117.678,49.24931,1916.0,1549.0,998.0
19298,24B224598,54.3,66.8,35.23,0.243900001049042,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.061,0.878,0.0114,0.0013,0.013,0.102,0.034,0.046,0.01,0.029,0.001,0.001,0.0044,0.001,0.003,2108.03,49.25659,1925.0,1547.0,998.0
19299,24B224604,55.7,68.5,33.38,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.061,0.878,0.0114,0.0013,0.013,0.102,0.034,0.046,0.01,0.029,0.001,0.001,0.0044,0.001,0.003,2087.474,49.26298,1909.0,1551.0,995.0
19300,24B224607,58.6,69.6,26.46,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.066,0.833,0.01,0.0002,0.027,0.104,0.038,0.05,0.009,0.037,0.0,0.0023,0.0081,0.002,0.003,2046.578,49.28531,1891.0,1558.0,982.0
19301,24B224612,59.7,70.80000000000001,35.515,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.066,0.833,0.01,0.0002,0.027,0.104,0.038,0.05,0.009,0.037,0.0,0.0023,0.0081,0.002,0.003,2076.674,49.27082,1907.0,1549.0,989.0
19302,24B224615,55.6,68.6,34.15,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.067,0.85,0.0095,0.0022,0.017,0.105,0.036,0.043,0.008,0.029,0.0,0.0026,0.0116,0.001,0.003,2077.952,49.27012,1909.0,1547.0,1002.0
19303,24B224624,52.7,65.8,34.23,0.243900001049042,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.065,0.853,0.0101,0.0006,0.024,0.119,0.037,0.048,0.008,0.0303,0.0,0.0028,0.0041,0.001,0.003,2133.572,49.24446,1947.0,1549.0,989.0
19304,24B224624,52.9,66.2,36.85,0.243900001049042,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.065,0.853,0.0101,0.0006,0.024,0.119,0.037,0.048,0.008,0.0303,0.0,0.0028,0.0041,0.001,0.003,2133.572,49.24446,1947.0,1549.0,989.0
19305,24B224629,53.0,66.5,33.21,0.185000002384186,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.065,0.853,0.0101,0.0006,0.024,0.119,0.037,0.048,0.008,0.0303,0.0,0.0028,0.0041,0.001,0.003,2133.824,44.31651,1940.0,1549.0,993.0
19306,24B224629,54.8,67.1,29.2,0.185000002384186,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.065,0.853,0.0101,0.0006,0.024,0.119,0.037,0.048,0.008,0.0303,0.0,0.0028,0.0041,0.001,0.003,2133.824,44.31651,1940.0,1549.0,993.0
19307,24B224632,52.6,66.2,32.32,0.185000002384186,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.058,0.872,0.0107,0.0015,0.013,0.106,0.043,0.054,0.008,0.0274,0.0,0.0027,0.0075,0.001,0.004,2096.312,44.34799,1938.0,1551.0,995.0
19308,24B224641,51.9,67.6,30.88,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.065,0.832,0.0106,0.0034,0.01,0.1,0.043,0.045,0.007,0.0348,0.0,0.0027,0.0064,0.001,0.003,2138.36,44.32825,1932.0,1547.0,991.0
19309,24B224645,53.4,66.8,34.21,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.065,0.832,0.0106,0.0034,0.01,0.1,0.043,0.045,0.007,0.0348,0.0,0.0027,0.0064,0.001,0.003,2148.872,44.32172,1904.0,1551.0,998.0
19310,24B224646,52.85,67.4,33.47,0.181999996304512,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.065,0.832,0.0106,0.0034,0.01,0.1,0.043,0.045,0.007,0.0348,0.0,0.0027,0.0064,0.001,0.003,2131.826,44.33864,1923.0,1551.0,998.0
19311,24B224650,50.2,66.0,36.04,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.064,0.852,0.0075,0.0004,0.02,0.106,0.038,0.041,0.004,0.0372,0.0,0.0035,0.0085,0.001,0.003,2128.676,44.32915,1927.0,1547.0,993.0
19314,24B224660,52.7,64.8,32.34,0.563099980354309,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.062,0.835,0.0094,0.0021,0.014,0.108,0.042,0.043,0.007,0.0316,0.0,0.0025,0.0158,0.001,0.003,2087.168,59.11992,1889.0,1578.0,924.0
